JOHN
time[s]       Fp1      Fp2       F7       F3       Fz       F4       F8       T3       C3       Cz       C4       T4       T5       P3       Pz       P4       T6       O1       O2      Ref     Drlv   Photic 
24.706 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -7461.000 -1.000
24.708 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -6774.000 -1.000
24.710 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -6022.000 -1.000
24.712 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -5211.000 -1.000
24.714 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -4351.000 -1.000
24.716 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -3449.000 -1.000
24.718 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -2514.000 -1.000
24.720 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1555.000 -1.000
24.722 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -581.000 -1.000
24.724 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 399.000 -1.000
24.726 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 1375.000 -1.000
24.728 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 2338.000 -1.000
24.730 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 3278.000 -1.000
24.732 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 4187.000 -1.000
24.734 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 5055.000 -1.000
24.736 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 5876.000 -1.000
24.738 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 6639.000 -1.000
24.740 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 7339.000 -1.000
24.742 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 7969.000 -1.000
24.744 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 8522.000 -1.000
24.746 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 8993.000 -1.000
24.748 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 9378.000 -1.000
24.750 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 9672.000 -1.000
24.752 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 9874.000 -1.000
24.754 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 9982.000 -1.000
24.756 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 9993.000 -1.000
24.758 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 9908.000 -1.000
24.760 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 9729.000 -1.000
24.762 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 9456.000 -1.000
24.764 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 9092.000 -1.000
24.766 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 8641.000 -1.000
24.768 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 8107.000 -1.000
24.770 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 7495.000 -1.000
24.772 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 6811.000 -1.000
24.774 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 6062.000 -1.000
24.776 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 5254.000 -1.000
24.778 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 4396.000 -1.000
24.780 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 3496.000 -1.000
24.782 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 2563.000 -1.000
24.784 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 1604.000 -1.000
24.786 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 631.000 -1.000
24.788 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -349.000 -1.000
24.790 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1325.000 -1.000
24.792 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -2289.000 -1.000
24.794 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -3231.000 -1.000
24.796 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -4141.000 -1.000
24.798 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -5012.000 -1.000
24.800 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -5835.000 -1.000
24.802 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -6602.000 -1.000
24.804 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -7305.000 -1.000
24.806 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -7938.000 -1.000
24.808 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -8495.000 -1.000
24.810 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -8971.000 -1.000
24.812 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -9360.000 -1.000
24.814 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -9660.000 -1.000
24.816 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -9866.000 -1.000
24.818 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -9978.000 -1.000
24.820 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -9995.000 -1.000
24.822 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -9915.000 -1.000
24.824 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -9740.000 -1.000
24.826 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -9472.000 -1.000
24.828 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -9113.000 -1.000
24.830 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -8666.000 -1.000
24.832 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -8136.000 -1.000
24.834 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -7528.000 -1.000
24.836 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -6848.000 -1.000
24.838 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -6101.000 -1.000
24.840 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -5297.000 -1.000
24.842 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -4441.000 -1.000
24.844 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -3543.000 -1.000
24.846 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -2611.000 -1.000
24.848 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1654.000 -1.000
24.850 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -681.000 -1.000
24.852 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 299.000 -1.000
24.854 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 1275.000 -1.000
24.856 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 2240.000 -1.000
24.858 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 3183.000 -1.000
24.860 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 4095.000 -1.000
24.862 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 4968.000 -1.000
24.864 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 5794.000 -1.000
24.866 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 6564.000 -1.000
24.868 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 7271.000 -1.000
24.870 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 7908.000 -1.000
24.872 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 8469.000 -1.000
24.874 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 8948.000 -1.000
24.876 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 9342.000 -1.000
24.878 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 9646.000 -1.000
24.880 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 9858.000 -1.000
24.882 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 9975.000 -1.000
24.884 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 9996.000 -1.000
24.886 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 9922.000 -1.000
24.888 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 9752.000 -1.000
24.890 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 9488.000 -1.000
24.892 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 9133.000 -1.000
24.894 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 8691.000 -1.000
24.896 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 8165.000 -1.000
24.898 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 7561.000 -1.000
24.900 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 6884.000 -1.000
24.902 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 6141.000 -1.000
24.904 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 5339.000 -1.000
24.906 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 4486.000 -1.000
24.908 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 3590.000 -1.000
24.910 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 2660.000 -1.000
24.912 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 1704.000 -1.000
24.914 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 731.000 -1.000
24.916 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -248.000 -1.000
24.918 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1226.000 -1.000
24.920 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -2191.000 -1.000
24.922 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -3135.000 -1.000
24.924 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -4049.000 -1.000
24.926 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -4925.000 -1.000
24.928 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -5753.000 -1.000
24.930 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -6526.000 -1.000
24.932 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -7236.000 -1.000
